danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,neg,neu,pos
0.715,0.719,5,-5.678,0,0.105,0.724,0.0,0.169,0.6,137.988,184000,4,,,
0.715,0.719,5,-5.678,0,0.105,0.724,0.0,0.169,0.6,137.988,184000,4,,,
0.837,0.563,5,-8.854,0,0.0447,0.525,0.00164,0.109,0.54,115.381,185725,4,,,
0.837,0.563,5,-8.854,0,0.0447,0.525,0.00164,0.109,0.54,115.381,185725,4,,,
0.603,0.427,6,-10.792,0,0.493,0.157,0.0,0.105,0.739,175.693,178034,4,,,
0.603,0.427,6,-10.792,0,0.493,0.157,0.0,0.105,0.739,175.693,178034,4,,,
0.617,0.675,9,-4.898,1,0.0241,0.619,0.884,0.38,0.335,110.066,196441,4,,,
0.617,0.675,9,-4.898,1,0.0241,0.619,0.884,0.38,0.335,110.066,196441,4,,,
0.528,0.804,0,-4.563,1,0.116,0.555,9.29e-06,0.154,0.675,142.698,128351,4,,,
0.528,0.804,0,-4.563,1,0.116,0.555,9.29e-06,0.154,0.675,142.698,128351,4,,,
0.708,0.732,2,-7.569,1,0.0761,0.0845,0.0554,0.152,0.486,94.998,156968,4,,,
0.708,0.732,2,-7.569,1,0.0761,0.0845,0.0554,0.152,0.486,94.998,156968,4,,,
0.65,0.639,7,-8.348,1,0.512,0.737,0.0,0.294,0.789,83.148,120346,4,,,
0.65,0.639,7,-8.348,1,0.512,0.737,0.0,0.294,0.789,83.148,120346,4,,,
0.792,0.601,11,-7.589,0,0.311,0.336,0.0,0.0964,0.496,100.04,62400,4,,,
0.792,0.601,11,-7.589,0,0.311,0.336,0.0,0.0964,0.496,100.04,62400,4,,,
0.691,0.798,1,-5.836,1,0.375,0.122,0.0,0.155,0.699,87.166,99962,4,,,
0.691,0.798,1,-5.836,1,0.375,0.122,0.0,0.155,0.699,87.166,99962,4,,,
0.658,0.629,5,-7.837,1,0.0276,0.885,0.909,0.152,0.625,132.986,115566,4,,,
0.658,0.629,5,-7.837,1,0.0276,0.885,0.909,0.152,0.625,132.986,115566,4,,,
0.611,0.871,11,-3.739,1,0.028,0.725,0.846,0.232,0.245,129.045,241859,4,,,
0.611,0.871,11,-3.739,1,0.028,0.725,0.846,0.232,0.245,129.045,241859,4,,,
0.464,0.378,2,-11.354,0,0.143,0.416,0.0917,0.0966,0.037,164.486,176804,5,0.109,0.688,0.203
0.464,0.378,2,-11.354,0,0.143,0.416,0.0917,0.0966,0.037,164.486,176804,5,0.109,0.688,0.203
0.562,0.752,0,-5.034,0,0.299,0.757,1.31e-05,0.213,0.781,79.612,161447,4,,,
0.562,0.752,0,-5.034,0,0.299,0.757,1.31e-05,0.213,0.781,79.612,161447,4,,,
0.35,0.48,10,-8.74,1,0.0822,0.758,0.525,0.151,0.741,119.188,243069,4,,,
0.35,0.48,10,-8.74,1,0.0822,0.758,0.525,0.151,0.741,119.188,243069,4,,,
0.375,0.474,8,-7.856,0,0.0308,0.736,9.75e-05,0.287,0.392,101.976,282671,4,,,
0.375,0.474,8,-7.856,0,0.0308,0.736,9.75e-05,0.287,0.392,101.976,282671,4,,,
0.741,0.5,10,-8.975,1,0.0453,0.778,0.646,0.113,0.0468,90.001,195567,4,,,
0.741,0.5,10,-8.975,1,0.0453,0.778,0.646,0.113,0.0468,90.001,195567,4,,,
0.659,0.716,2,-4.979,1,0.115,0.0166,1.12e-05,0.331,0.207,139.995,223493,4,,,
0.659,0.716,2,-4.979,1,0.115,0.0166,1.12e-05,0.331,0.207,139.995,223493,4,,,
0.768,0.372,4,-8.549,0,0.125,0.103,0.0324,0.139,0.268,148.529,190984,4,,,
0.768,0.372,4,-8.549,0,0.125,0.103,0.0324,0.139,0.268,148.529,190984,4,,,
0.728,0.461,6,-11.276,0,0.0366,0.00438,0.0809,0.138,0.434,134.0,215513,4,,,
0.728,0.461,6,-11.276,0,0.0366,0.00438,0.0809,0.138,0.434,134.0,215513,4,,,
0.396,0.138,7,-14.484,0,0.0326,0.954,0.772,0.162,0.106,70.208,286600,4,,,
0.396,0.138,7,-14.484,0,0.0326,0.954,0.772,0.162,0.106,70.208,286600,4,,,
0.352,0.0351,1,-22.254,1,0.0347,0.975,0.607,0.193,0.21,56.16,323600,4,,,
0.352,0.0351,1,-22.254,1,0.0347,0.975,0.607,0.193,0.21,56.16,323600,4,,,
0.892,0.559,11,-7.276,0,0.227,0.0246,4.3e-06,0.133,0.698,141.923,136901,4,,,
0.892,0.559,11,-7.276,0,0.227,0.0246,4.3e-06,0.133,0.698,141.923,136901,4,,,
0.86,0.332,1,-10.263,1,0.22,0.807,0.0,0.106,0.26,140.949,115000,4,,,
0.86,0.332,1,-10.263,1,0.22,0.807,0.0,0.106,0.26,140.949,115000,4,,,
0.793,0.315,1,-7.457,1,0.0825,0.143,0.0142,0.113,0.541,118.824,171371,4,,,
0.793,0.315,1,-7.457,1,0.0825,0.143,0.0142,0.113,0.541,118.824,171371,4,,,
0.209,0.0204,5,-30.566,1,0.0485,0.979,0.397,0.111,0.0386,100.381,434027,4,,,
0.209,0.0204,5,-30.566,1,0.0485,0.979,0.397,0.111,0.0386,100.381,434027,4,,,
0.387,0.101,5,-21.699,0,0.0349,0.993,0.863,0.106,0.061,67.645,211438,3,,,
0.387,0.101,5,-21.699,0,0.0349,0.993,0.863,0.106,0.061,67.645,211438,3,,,
0.169,0.0496,1,-26.317,1,0.0408,0.987,0.921,0.0913,0.0372,89.143,319320,4,,,
0.169,0.0496,1,-26.317,1,0.0408,0.987,0.921,0.0913,0.0372,89.143,319320,4,,,
0.546,0.669,2,-10.806,1,0.103,0.495,0.735,0.25,0.337,75.144,180846,4,,,
0.546,0.669,2,-10.806,1,0.103,0.495,0.735,0.25,0.337,75.144,180846,4,,,
0.576,0.283,2,-13.004,1,0.039,0.897,0.892,0.0841,0.252,119.277,208452,4,,,
0.576,0.283,2,-13.004,1,0.039,0.897,0.892,0.0841,0.252,119.277,208452,4,,,
0.582,0.676,10,-8.502,0,0.0784,0.0388,0.0,0.0807,0.579,95.994,207500,4,,,
0.582,0.676,10,-8.502,0,0.0784,0.0388,0.0,0.0807,0.579,95.994,207500,4,,,
0.833,0.267,1,-12.891,0,0.142,0.0762,0.542,0.549,0.262,77.499,201290,4,,,
0.833,0.267,1,-12.891,0,0.142,0.0762,0.542,0.549,0.262,77.499,201290,4,,,
0.711,0.662,10,-5.947,0,0.175,0.42,0.0,0.0723,0.755,130.037,181510,4,,,
0.711,0.662,10,-5.947,0,0.175,0.42,0.0,0.0723,0.755,130.037,181510,4,,,
0.599,0.655,11,-7.563,0,0.0802,0.32,2.53e-05,0.318,0.536,135.888,315209,4,,,
0.599,0.655,11,-7.563,0,0.0802,0.32,2.53e-05,0.318,0.536,135.888,315209,4,,,
0.741,0.722,10,-7.752,1,0.32,0.205,0.000232,0.109,0.165,132.915,223903,4,,,
0.741,0.722,10,-7.752,1,0.32,0.205,0.000232,0.109,0.165,132.915,223903,4,,,
0.677,0.707,1,-7.769,0,0.0635,0.125,0.104,0.0986,0.241,82.504,262474,4,0.045,0.758,0.196
0.677,0.707,1,-7.769,0,0.0635,0.125,0.104,0.0986,0.241,82.504,262474,4,0.045,0.758,0.196
0.511,0.794,1,-3.854,0,0.268,0.246,0.0,0.161,0.625,119.791,164165,5,,,
0.511,0.794,1,-3.854,0,0.268,0.246,0.0,0.161,0.625,119.791,164165,5,,,
0.641,0.626,5,-7.286,1,0.029,0.334,0.632,0.169,0.444,95.994,267337,4,,,
0.641,0.626,5,-7.286,1,0.029,0.334,0.632,0.169,0.444,95.994,267337,4,,,
0.708,0.734,11,-8.619,0,0.0951,0.0401,0.000327,0.124,0.425,114.952,149507,4,,,
0.708,0.734,11,-8.619,0,0.0951,0.0401,0.000327,0.124,0.425,114.952,149507,4,,,
0.432,0.419,5,-9.831,1,0.0462,0.0118,6.02e-06,0.109,0.121,125.987,180279,4,,,
0.432,0.419,5,-9.831,1,0.0462,0.0118,6.02e-06,0.109,0.121,125.987,180279,4,,,
0.786,0.515,11,-11.311,0,0.041,8.75e-05,0.799,0.109,0.112,110.007,233617,4,,,
0.786,0.515,11,-11.311,0,0.041,8.75e-05,0.799,0.109,0.112,110.007,233617,4,,,
0.374,0.082,1,-11.402,0,0.0412,0.612,0.202,0.111,0.037,91.428,247731,1,,,
0.374,0.082,1,-11.402,0,0.0412,0.612,0.202,0.111,0.037,91.428,247731,1,,,
0.642,0.262,6,-13.476,0,0.0743,0.184,0.00472,0.197,0.185,93.496,257724,4,,,
0.642,0.262,6,-13.476,0,0.0743,0.184,0.00472,0.197,0.185,93.496,257724,4,,,
0.662,0.41,1,-9.169,0,0.0678,0.552,1.14e-05,0.185,0.332,147.918,333250,4,0.015,0.9,0.085
0.662,0.41,1,-9.169,0,0.0678,0.552,1.14e-05,0.185,0.332,147.918,333250,4,0.015,0.9,0.085
0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,4,0.074,0.806,0.121
0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,4,0.074,0.806,0.121
0.821,0.319,8,-12.288,1,0.751,0.256,0.0,0.0333,0.455,102.845,169280,4,,,
0.821,0.319,8,-12.288,1,0.751,0.256,0.0,0.0333,0.455,102.845,169280,4,,,
0.755,0.558,4,-8.102,0,0.236,0.00927,5.36e-05,0.167,0.205,98.743,190638,4,,,
0.755,0.558,4,-8.102,0,0.236,0.00927,5.36e-05,0.167,0.205,98.743,190638,4,,,
0.63,0.449,6,-8.549,0,0.252,0.814,0.575,0.106,0.0738,158.861,401933,4,,,
0.63,0.449,6,-8.549,0,0.252,0.814,0.575,0.106,0.0738,158.861,401933,4,,,
0.488,0.427,9,-9.105,1,0.0313,0.181,0.058,0.179,0.0883,140.004,303973,4,,,
0.488,0.427,9,-9.105,1,0.0313,0.181,0.058,0.179,0.0883,140.004,303973,4,,,
0.66,0.306,9,-10.895,1,0.0296,0.953,0.826,0.319,0.491,91.763,244990,4,,,
0.66,0.306,9,-10.895,1,0.0296,0.953,0.826,0.319,0.491,91.763,244990,4,,,
0.667,0.37,5,-12.571,1,0.0303,0.9,0.866,0.109,0.22,115.035,258052,4,,,
0.667,0.37,5,-12.571,1,0.0303,0.9,0.866,0.109,0.22,115.035,258052,4,,,
0.684,0.435,9,-14.244,0,0.0345,0.752,0.794,0.159,0.506,132.01,130966,4,,,
0.684,0.435,9,-14.244,0,0.0345,0.752,0.794,0.159,0.506,132.01,130966,4,,,
0.682,0.308,3,-15.458,1,0.0428,0.454,0.926,0.11,0.866,90.437,69172,4,,,
0.682,0.308,3,-15.458,1,0.0428,0.454,0.926,0.11,0.866,90.437,69172,4,,,
0.507,0.484,9,-9.536,1,0.0267,0.469,0.133,0.277,0.436,77.933,173322,4,,,
0.507,0.484,9,-9.536,1,0.0267,0.469,0.133,0.277,0.436,77.933,173322,4,,,
0.849,0.3,8,-10.957,0,0.0534,0.0914,1e-05,0.342,0.327,124.974,232551,4,,,
0.849,0.3,8,-10.957,0,0.0534,0.0914,1e-05,0.342,0.327,124.974,232551,4,,,
0.664,0.386,11,-8.876,1,0.0426,0.00899,0.865,0.118,0.0395,129.951,197642,4,,,
0.664,0.386,11,-8.876,1,0.0426,0.00899,0.865,0.118,0.0395,129.951,197642,4,,,
0.763,0.703,0,-11.01,0,0.0495,0.00385,0.851,0.112,0.492,140.009,163422,4,,,
0.763,0.703,0,-11.01,0,0.0495,0.00385,0.851,0.112,0.492,140.009,163422,4,,,
0.635,0.521,2,-13.084,1,0.0356,0.00129,0.472,0.238,0.135,132.006,254545,4,,,
0.635,0.521,2,-13.084,1,0.0356,0.00129,0.472,0.238,0.135,132.006,254545,4,,,
0.736,0.554,0,-12.728,1,0.114,0.00199,0.781,0.384,0.134,141.947,233628,4,,,
0.736,0.554,0,-12.728,1,0.114,0.00199,0.781,0.384,0.134,141.947,233628,4,,,
0.524,0.742,5,-11.845,0,0.0585,0.000244,0.339,0.16,0.265,75.0,195875,4,,,
0.524,0.742,5,-11.845,0,0.0585,0.000244,0.339,0.16,0.265,75.0,195875,4,,,
0.396,0.587,7,-8.746,1,0.0312,0.527,0.45,0.144,0.519,140.804,400560,4,,,
0.396,0.587,7,-8.746,1,0.0312,0.527,0.45,0.144,0.519,140.804,400560,4,,,
0.506,0.586,0,-9.094,1,0.0238,0.664,0.928,0.116,0.557,171.986,377800,4,,,
0.506,0.586,0,-9.094,1,0.0238,0.664,0.928,0.116,0.557,171.986,377800,4,,,
0.646,0.572,5,-9.673,0,0.0296,0.556,0.826,0.324,0.71,90.999,284880,4,,,
0.646,0.572,5,-9.673,0,0.0296,0.556,0.826,0.324,0.71,90.999,284880,4,,,
0.393,0.673,1,-6.796,0,0.063,0.359,0.000427,0.152,0.166,129.961,468168,4,,,
0.393,0.673,1,-6.796,0,0.063,0.359,0.000427,0.152,0.166,129.961,468168,4,,,
0.398,0.632,10,-8.646,1,0.0998,0.975,0.00716,0.124,0.202,115.89,234000,5,0.108,0.727,0.165
0.398,0.632,10,-8.646,1,0.0998,0.975,0.00716,0.124,0.202,115.89,234000,5,0.108,0.727,0.165
0.556,0.438,6,-11.237,1,0.0561,0.0153,2.45e-06,0.0946,0.513,130.867,148558,4,,,
0.556,0.438,6,-11.237,1,0.0561,0.0153,2.45e-06,0.0946,0.513,130.867,148558,4,,,
0.587,0.561,7,-9.249,1,0.0264,0.719,0.342,0.168,0.511,92.602,147093,4,,,
0.587,0.561,7,-9.249,1,0.0264,0.719,0.342,0.168,0.511,92.602,147093,4,,,
0.624,0.274,11,-14.469,0,0.0718,0.342,0.381,0.11,0.0727,125.9,215950,4,,,
0.624,0.274,11,-14.469,0,0.0718,0.342,0.381,0.11,0.0727,125.9,215950,4,,,
0.84,0.525,2,-5.67,1,0.0454,0.426,0.296,0.102,0.189,130.037,177000,4,,,
0.84,0.525,2,-5.67,1,0.0454,0.426,0.296,0.102,0.189,130.037,177000,4,,,
0.586,0.614,4,-7.275,1,0.0307,0.0803,1.94e-05,0.152,0.301,88.222,126698,4,,,
0.586,0.614,4,-7.275,1,0.0307,0.0803,1.94e-05,0.152,0.301,88.222,126698,4,,,
0.709,0.491,10,-7.188,0,0.0459,0.187,0.0863,0.106,0.271,122.285,124440,4,,,
0.709,0.491,10,-7.188,0,0.0459,0.187,0.0863,0.106,0.271,122.285,124440,4,,,
0.599,0.27,4,-17.638,1,0.0905,0.845,0.00042,0.11,0.377,124.155,189786,5,,,
0.599,0.27,4,-17.638,1,0.0905,0.845,0.00042,0.11,0.377,124.155,189786,5,,,
0.49,0.614,9,-7.837,1,0.0272,0.521,0.674,0.11,0.245,124.434,162480,4,,,
0.49,0.614,9,-7.837,1,0.0272,0.521,0.674,0.11,0.245,124.434,162480,4,,,
0.506,0.646,6,-8.209,1,0.0308,0.405,0.147,0.32,0.131,119.864,226560,4,,,
0.506,0.646,6,-8.209,1,0.0308,0.405,0.147,0.32,0.131,119.864,226560,4,,,
0.453,0.298,6,-9.945,0,0.3,0.307,2.25e-05,0.174,0.119,104.304,252224,4,,,
0.453,0.298,6,-9.945,0,0.3,0.307,2.25e-05,0.174,0.119,104.304,252224,4,,,
0.555,0.683,0,-9.35,1,0.0756,0.36,0.0126,0.0833,0.473,149.986,263600,4,,,
0.555,0.683,0,-9.35,1,0.0756,0.36,0.0126,0.0833,0.473,149.986,263600,4,,,
0.598,0.563,7,-11.162,1,0.096,0.546,0.00486,0.874,0.183,145.99,123493,4,,,
0.598,0.563,7,-11.162,1,0.096,0.546,0.00486,0.874,0.183,145.99,123493,4,,,
0.46,0.398,4,-9.074,0,0.0421,0.669,0.0,0.109,0.335,95.852,197938,4,,,
0.46,0.398,4,-9.074,0,0.0421,0.669,0.0,0.109,0.335,95.852,197938,4,,,
0.739,0.313,10,-8.453,1,0.0639,0.59,0.00617,0.106,0.37,83.004,260339,4,,,
0.739,0.313,10,-8.453,1,0.0639,0.59,0.00617,0.106,0.37,83.004,260339,4,,,
0.575,0.71,11,-5.169,1,0.0396,0.274,0.0,0.101,0.668,91.053,257587,4,0.069,0.683,0.247
0.575,0.71,11,-5.169,1,0.0396,0.274,0.0,0.101,0.668,91.053,257587,4,0.069,0.683,0.247
0.87,0.595,11,-10.793,0,0.102,0.372,0.00164,0.108,0.962,124.981,195360,4,,,
0.87,0.595,11,-10.793,0,0.102,0.372,0.00164,0.108,0.962,124.981,195360,4,,,
0.799,0.322,7,-10.921,0,0.123,0.165,8.72e-06,0.115,0.451,83.997,220714,4,,,
0.799,0.322,7,-10.921,0,0.123,0.165,8.72e-06,0.115,0.451,83.997,220714,4,,,
0.551,0.27,6,-11.002,0,0.0592,0.517,0.00519,0.106,0.0776,105.098,242968,4,,,
0.551,0.27,6,-11.002,0,0.0592,0.517,0.00519,0.106,0.0776,105.098,242968,4,,,
0.532,0.54,11,-8.332,1,0.376,0.23,0.0,0.742,0.31,128.738,165624,4,,,
0.532,0.54,11,-8.332,1,0.376,0.23,0.0,0.742,0.31,128.738,165624,4,,,
0.679,0.405,3,-9.216,1,0.246,0.685,0.0,0.166,0.452,64.074,247773,4,0.102,0.649,0.249
0.679,0.405,3,-9.216,1,0.246,0.685,0.0,0.166,0.452,64.074,247773,4,0.102,0.649,0.249
0.683,0.524,10,-11.068,1,0.26,0.248,5.7e-06,0.0744,0.355,74.989,166408,4,,,
0.683,0.524,10,-11.068,1,0.26,0.248,5.7e-06,0.0744,0.355,74.989,166408,4,,,
0.724,0.528,7,-12.726,0,0.0354,0.00584,0.0415,0.106,0.607,120.008,341000,4,,,
0.724,0.528,7,-12.726,0,0.0354,0.00584,0.0415,0.106,0.607,120.008,341000,4,,,
0.876,0.606,0,-5.471,1,0.0645,0.00672,1.06e-05,0.14,0.259,127.975,213246,4,0.147,0.765,0.088
0.876,0.606,0,-5.471,1,0.0645,0.00672,1.06e-05,0.14,0.259,127.975,213246,4,0.147,0.765,0.088
0.591,0.389,0,-7.279,1,0.216,0.223,0.0,0.185,0.151,82.544,243500,4,,,
0.591,0.389,0,-7.279,1,0.216,0.223,0.0,0.185,0.151,82.544,243500,4,,,
0.637,0.445,3,-10.862,1,0.0667,0.0164,0.23,0.107,0.0348,94.962,167133,4,,,
0.637,0.445,3,-10.862,1,0.0667,0.0164,0.23,0.107,0.0348,94.962,167133,4,,,
0.817,0.302,8,-17.369,1,0.341,0.296,0.431,0.37,0.351,120.128,112000,5,,,
0.817,0.302,8,-17.369,1,0.341,0.296,0.431,0.37,0.351,120.128,112000,5,,,
0.541,0.333,4,-15.781,0,0.392,0.556,0.000338,0.14,0.362,107.001,143987,4,,,
0.541,0.333,4,-15.781,0,0.392,0.556,0.000338,0.14,0.362,107.001,143987,4,,,
0.82,0.289,1,-16.295,0,0.238,0.293,0.124,0.105,0.247,90.045,192000,4,,,
0.82,0.289,1,-16.295,0,0.238,0.293,0.124,0.105,0.247,90.045,192000,4,,,
0.821,0.521,7,-10.976,1,0.337,0.0538,0.0,0.15,0.524,119.956,213996,4,,,
0.821,0.521,7,-10.976,1,0.337,0.0538,0.0,0.15,0.524,119.956,213996,4,,,
0.73,0.374,0,-16.942,1,0.321,0.315,0.000694,0.674,0.465,89.999,218667,4,,,
0.73,0.374,0,-16.942,1,0.321,0.315,0.000694,0.674,0.465,89.999,218667,4,,,
0.699,0.62,4,-5.941,0,0.0485,0.521,8.63e-06,0.11,0.309,130.043,227162,4,,,
0.699,0.62,4,-5.941,0,0.0485,0.521,8.63e-06,0.11,0.309,130.043,227162,4,,,
0.729,0.675,1,-6.008,1,0.187,0.037,0.847,0.0891,0.654,162.126,235400,4,,,
0.729,0.675,1,-6.008,1,0.187,0.037,0.847,0.0891,0.654,162.126,235400,4,,,
0.233,0.705,5,-6.928,1,0.0928,0.0319,6.52e-05,0.185,0.352,74.102,401573,4,,,
0.233,0.705,5,-6.928,1,0.0928,0.0319,6.52e-05,0.185,0.352,74.102,401573,4,,,
0.527,0.672,0,-5.642,0,0.0509,0.41,0.0,0.341,0.259,139.007,221880,4,,,
0.527,0.672,0,-5.642,0,0.0509,0.41,0.0,0.341,0.259,139.007,221880,4,,,
0.842,0.478,11,-8.018,0,0.303,0.0285,0.0,0.04,0.935,136.018,229800,4,0.053,0.695,0.252
0.842,0.478,11,-8.018,0,0.303,0.0285,0.0,0.04,0.935,136.018,229800,4,0.053,0.695,0.252
0.7,0.377,9,-15.07,1,0.342,0.0959,0.0,0.133,0.181,130.003,148606,4,,,
0.7,0.377,9,-15.07,1,0.342,0.0959,0.0,0.133,0.181,130.003,148606,4,,,
0.324,0.558,9,-11.682,0,0.0853,0.0415,0.0407,0.529,0.0782,78.939,227591,5,,,
0.324,0.558,9,-11.682,0,0.0853,0.0415,0.0407,0.529,0.0782,78.939,227591,5,,,
0.752,0.638,1,-9.574,1,0.0967,0.0448,0.00518,0.114,0.742,115.007,217565,4,0.142,0.676,0.182
0.752,0.638,1,-9.574,1,0.0967,0.0448,0.00518,0.114,0.742,115.007,217565,4,0.142,0.676,0.182
0.788,0.491,0,-8.537,1,0.0516,0.0158,0.802,0.0824,0.724,119.992,178907,4,,,
0.788,0.491,0,-8.537,1,0.0516,0.0158,0.802,0.0824,0.724,119.992,178907,4,,,
0.518,0.493,2,-9.534,1,0.0293,0.778,0.00287,0.216,0.461,101.819,437707,4,0.009,0.87,0.121
0.518,0.493,2,-9.534,1,0.0293,0.778,0.00287,0.216,0.461,101.819,437707,4,0.009,0.87,0.121
0.207,0.0342,4,-23.974,1,0.042,0.947,0.0105,0.136,0.0373,78.872,134467,3,,,
0.207,0.0342,4,-23.974,1,0.042,0.947,0.0105,0.136,0.0373,78.872,134467,3,,,
0.704,0.329,0,-10.823,1,0.0435,0.351,0.000453,0.0574,0.315,90.005,233333,4,,,
0.704,0.329,0,-10.823,1,0.0435,0.351,0.000453,0.0574,0.315,90.005,233333,4,,,
0.529,0.621,7,-9.157,1,0.346,0.134,0.000756,0.2,0.645,169.915,226000,4,,,
0.529,0.621,7,-9.157,1,0.346,0.134,0.000756,0.2,0.645,169.915,226000,4,,,
0.717,0.719,11,-5.895,0,0.0427,0.101,0.0,0.0895,0.545,92.531,168840,4,,,
0.717,0.719,11,-5.895,0,0.0427,0.101,0.0,0.0895,0.545,92.531,168840,4,,,
0.724,0.716,1,-9.095,0,0.405,0.149,0.0536,0.105,0.668,134.939,176000,4,,,
0.724,0.716,1,-9.095,0,0.405,0.149,0.0536,0.105,0.668,134.939,176000,4,,,
0.777,0.752,0,-10.3,1,0.134,0.247,0.000828,0.353,0.807,130.025,118913,4,,,
0.777,0.752,0,-10.3,1,0.134,0.247,0.000828,0.353,0.807,130.025,118913,4,,,
0.695,0.34,6,-9.661,0,0.0393,0.705,0.000754,0.155,0.44,110.033,273797,4,,,
0.695,0.34,6,-9.661,0,0.0393,0.705,0.000754,0.155,0.44,110.033,273797,4,,,
